stamp;soll-tr1;soll-nolimit-tr1;ist-tr1;soll-tr2;soll-nolimit-tr2;ist-tr2;soll-tr3;soll-nolimit-tr3;ist-tr3;soll-tr4;soll-nolimit-tr4;ist-tr4;soll-tr5;soll-nolimit-tr5;ist-tr5;soll-tr6;soll-nolimit-tr6;ist-tr6;soll-tr7;soll-nolimit-tr7;ist-tr7;soll-tr8;soll-nolimit-tr8;ist-tr8;soll-tr9;soll-nolimit-tr9;ist-tr9;soll-tr10;soll-nolimit-tr10;ist-tr10;soll-tr11;soll-nolimit-tr11;ist-tr11;soll-tr12;soll-nolimit-tr12;ist-tr12;soll-tr13;soll-nolimit-tr13;ist-tr13;soll-tr14;soll-nolimit-tr14;ist-tr14;soll-tr15;soll-nolimit-tr15;ist-tr15;soll-tr16;soll-nolimit-tr16;ist-tr16;soll-tr17;soll-nolimit-tr17;ist-tr17;soll-tr18;soll-nolimit-tr18;ist-tr18;soll-tr19;soll-nolimit-tr19;ist-tr19;soll-tr20;soll-nolimit-tr20;ist-tr20;soll-tr21;soll-nolimit-tr21;ist-tr21;soll-tr22;soll-nolimit-tr22;ist-tr22;soll-tr23;soll-nolimit-tr23;ist-tr23;soll-tr24;soll-nolimit-tr24;ist-tr24;soll-tr25;soll-nolimit-tr25;ist-tr25;soll-tr26;soll-nolimit-tr26;ist-tr26;soll-tr27;soll-nolimit-tr27;ist-tr27;soll-tr28;soll-nolimit-tr28;ist-tr28
"2021-07-01 17:30:00";153.49;153.49;127.45709016667;153.49;153.49;;153.49;153.49;;153.09;153.09;;152.31;152.31;;171.50;171.50;;171.88;171.88;;152.70;152.70;;151.52;151.52;;153.09;153.09;;156.94;156.94;;156.94;156.94;;171.50;171.50;;159.13;159.13;;159.13;159.13;;157.96;157.96;;166.85;166.85;;167.24;167.24;;166.85;166.85;;145.20;145.20;;145.99;145.99;;145.20;145.20;;134.43;134.43;;135.22;135.22;;135.62;135.62;;135.62;135.62;;134.82;134.82;;134.82;134.82;
"2021-07-01 17:45:00";126.98;126.98;138.079726;126.98;126.98;;126.98;126.98;;126.65;126.65;;126.00;126.00;;141.87;141.87;;142.19;142.19;;126.33;126.33;;125.35;125.35;;126.65;126.65;;129.83;129.83;;129.83;129.83;;141.87;141.87;;131.65;131.65;;131.65;131.65;;130.68;130.68;;138.03;138.03;;138.35;138.35;;138.03;138.03;;120.12;120.12;;120.77;120.77;;120.12;120.12;;111.21;111.21;;111.86;111.86;;112.19;112.19;;112.19;112.19;;111.54;111.54;;111.54;111.54;
"2021-07-01 18:00:00";127.90;127.90;158.97932316667;127.90;127.90;;127.90;127.90;;127.57;127.57;;126.92;126.92;;142.91;142.91;;143.23;143.23;;127.25;127.25;;126.26;126.26;;127.57;127.57;;130.78;130.78;;130.78;130.78;;142.91;142.91;;132.61;132.61;;132.61;132.61;;131.63;131.63;;139.04;139.04;;139.36;139.36;;139.04;139.04;;120.99;120.99;;121.65;121.65;;120.99;120.99;;112.02;112.02;;112.68;112.68;;113.01;113.01;;113.01;113.01;;112.35;112.35;;112.35;112.35;
"2021-07-01 18:15:00";233.75;233.75;252.17409533333;233.75;233.75;;233.75;233.75;;233.15;233.15;;231.95;231.95;;261.18;261.18;;261.76;261.76;;232.55;232.55;;230.76;230.76;;233.15;233.15;;239.01;239.01;;239.01;239.01;;261.18;261.18;;242.35;242.35;;242.35;242.35;;240.56;240.56;;254.10;254.10;;254.69;254.69;;254.10;254.10;;221.12;221.12;;222.33;222.33;;221.12;221.12;;204.72;204.72;;205.93;205.93;;206.53;206.53;;206.53;206.53;;205.33;205.33;;205.33;205.33;
"2021-07-01 18:30:00";304.26;304.26;309.44735933333;304.26;304.26;;304.26;304.26;;303.48;303.48;;301.92;301.92;;339.96;339.96;;340.72;340.72;;302.70;302.70;;300.36;300.36;;303.48;303.48;;311.10;311.10;;311.10;311.10;;339.96;339.96;;315.45;315.45;;315.45;315.45;;313.13;313.13;;330.74;330.74;;331.51;331.51;;330.74;330.74;;287.82;287.82;;289.39;289.39;;287.82;287.82;;266.47;266.47;;268.05;268.05;;268.83;268.83;;268.83;268.83;;267.26;267.26;;267.26;267.26;
"2021-07-01 18:45:00";110.04;110.04;87.683607833333;110.04;110.04;;110.04;110.04;;109.76;109.76;;109.20;109.20;;122.96;122.96;;123.23;123.23;;109.48;109.48;;108.63;108.63;;109.76;109.76;;112.52;112.52;;112.52;112.52;;122.96;122.96;;114.09;114.09;;114.09;114.09;;113.25;113.25;;119.62;119.62;;119.90;119.90;;119.62;119.62;;104.10;104.10;;104.67;104.67;;104.10;104.10;;96.38;96.38;;96.95;96.95;;97.23;97.23;;97.23;97.23;;96.66;96.66;;96.66;96.66;
"2021-07-01 19:00:00";140.74;140.74;136.3451235;140.74;140.74;;140.74;140.74;;140.38;140.38;;139.66;139.66;;157.26;157.26;;157.61;157.61;;140.02;140.02;;138.94;138.94;;140.38;140.38;;143.91;143.91;;143.91;143.91;;157.26;157.26;;145.92;145.92;;145.92;145.92;;144.84;144.84;;152.99;152.99;;153.35;153.35;;152.99;152.99;;133.14;133.14;;133.87;133.87;;133.14;133.14;;123.26;123.26;;123.99;123.99;;124.36;124.36;;124.36;124.36;;123.63;123.63;;123.63;123.63;
"2021-07-01 19:15:00";199.50;199.50;199.34780583333;199.50;199.50;;199.50;199.50;;198.99;198.99;;197.97;197.97;;222.91;222.91;;223.41;223.41;;198.48;198.48;;196.95;196.95;;198.99;198.99;;203.99;203.99;;203.99;203.99;;222.91;222.91;;206.84;206.84;;206.84;206.84;;205.32;205.32;;216.87;216.87;;217.37;217.37;;216.87;216.87;;188.73;188.73;;189.75;189.75;;188.73;188.73;;174.73;174.73;;175.76;175.76;;176.27;176.27;;176.27;176.27;;175.24;175.24;;175.24;175.24;
"2021-07-01 19:30:00";124.49;124.49;119.24503183333;124.49;124.49;;124.49;124.49;;124.17;124.17;;123.53;123.53;;139.10;139.10;;139.41;139.41;;123.85;123.85;;122.90;122.90;;124.17;124.17;;127.29;127.29;;127.29;127.29;;139.10;139.10;;129.07;129.07;;129.07;129.07;;128.12;128.12;;135.33;135.33;;135.64;135.64;;135.33;135.33;;117.77;117.77;;118.41;118.41;;117.77;117.77;;109.03;109.03;;109.67;109.67;;110.00;110.00;;110.00;110.00;;109.35;109.35;;109.35;109.35;
"2021-07-01 19:45:00";73.05;73.05;59.296822833333;73.05;73.05;;73.05;73.05;;72.87;72.87;;72.49;72.49;;81.62;81.62;;81.81;81.81;;72.68;72.68;;72.12;72.12;;72.87;72.87;;74.70;74.70;;74.70;74.70;;81.62;81.62;;75.74;75.74;;75.74;75.74;;75.18;75.18;;79.41;79.41;;79.60;79.60;;79.41;79.41;;69.11;69.11;;69.48;69.48;;69.11;69.11;;63.98;63.98;;64.36;64.36;;64.55;64.55;;64.55;64.55;;64.17;64.17;;64.17;64.17;
"2021-07-01 20:00:00";66.67;66.67;46.699508833333;66.67;66.67;;66.67;66.67;;66.50;66.50;;66.16;66.16;;74.49;74.49;;74.66;74.66;;66.33;66.33;;65.82;65.82;;66.50;66.50;;68.17;68.17;;68.17;68.17;;74.49;74.49;;69.12;69.12;;69.12;69.12;;68.61;68.61;;72.48;72.48;;72.64;72.64;;72.48;72.48;;63.07;63.07;;63.41;63.41;;63.07;63.07;;58.39;58.39;;58.74;58.74;;58.91;58.91;;58.91;58.91;;58.56;58.56;;58.56;58.56;
"2021-07-01 20:15:00";60.90;60.90;35.295715166667;60.90;60.90;;60.90;60.90;;60.75;60.75;;60.44;60.44;;68.05;68.05;;68.20;68.20;;60.59;60.59;;60.12;60.12;;60.75;60.75;;62.27;62.27;;62.27;62.27;;68.05;68.05;;63.14;63.14;;63.14;63.14;;62.68;62.68;;66.20;66.20;;66.36;66.36;;66.20;66.20;;57.61;57.61;;57.93;57.93;;57.61;57.61;;53.34;53.34;;53.65;53.65;;53.81;53.81;;53.81;53.81;;53.50;53.50;;53.50;53.50;
"2021-07-01 20:30:00";6.54;6.54;8.2101801666667;6.54;6.54;;6.54;6.54;;6.52;6.52;;6.49;6.49;;7.31;7.31;;7.32;7.32;;6.51;6.51;;6.45;6.45;;6.52;6.52;;6.69;6.69;;6.69;6.69;;7.31;7.31;;6.78;6.78;;6.78;6.78;;6.73;6.73;;7.11;7.11;;7.12;7.12;;7.11;7.11;;6.19;6.19;;6.22;6.22;;6.19;6.19;;5.73;5.73;;5.76;5.76;;5.78;5.78;;5.78;5.78;;5.74;5.74;;5.74;5.74;
"2021-07-01 20:45:00";29.33;29.33;23.7125665;29.33;29.33;;29.33;29.33;;29.26;29.26;;29.11;29.11;;32.77;32.77;;32.85;32.85;;29.18;29.18;;28.96;28.96;;29.26;29.26;;29.99;29.99;;29.99;29.99;;32.77;32.77;;30.41;30.41;;30.41;30.41;;30.19;30.19;;31.89;31.89;;31.96;31.96;;31.89;31.89;;27.75;27.75;;27.90;27.90;;27.75;27.75;;25.69;25.69;;25.84;25.84;;25.92;25.92;;25.92;25.92;;25.77;25.77;;25.77;25.77;
"2021-07-01 21:00:00";30.53;30.53;20.636041333333;30.53;30.53;;30.53;30.53;;30.45;30.45;;30.30;30.30;;34.11;34.11;;34.19;34.19;;30.37;30.37;;30.14;30.14;;30.45;30.45;;31.22;31.22;;31.22;31.22;;34.11;34.11;;31.65;31.65;;31.65;31.65;;31.42;31.42;;33.19;33.19;;33.27;33.27;;33.19;33.19;;28.88;28.88;;29.04;29.04;;28.88;28.88;;26.74;26.74;;26.90;26.90;;26.98;26.98;;26.98;26.98;;26.82;26.82;;26.82;26.82;
"2021-07-01 21:15:00";4.83;4.83;5.0570235;4.83;4.83;;4.83;4.83;;4.82;4.82;;4.80;4.80;;5.40;5.40;;5.41;5.41;;4.81;4.81;;4.77;4.77;;4.82;4.82;;4.94;4.94;;4.94;4.94;;5.40;5.40;;5.01;5.01;;5.01;5.01;;4.98;4.98;;5.26;5.26;;5.27;5.27;;5.26;5.26;;4.57;4.57;;4.60;4.60;;4.57;4.57;;4.23;4.23;;4.26;4.26;;4.27;4.27;;4.27;4.27;;4.25;4.25;;4.25;4.25;
"2021-07-01 21:30:00";3.57;3.57;3.0673353333333;3.57;3.57;;3.57;3.57;;3.56;3.56;;3.54;3.54;;3.99;3.99;;3.99;3.99;;3.55;3.55;;3.52;3.52;;3.56;3.56;;3.65;3.65;;3.65;3.65;;3.99;3.99;;3.70;3.70;;3.70;3.70;;3.67;3.67;;3.88;3.88;;3.89;3.89;;3.88;3.88;;3.37;3.37;;3.39;3.39;;3.37;3.37;;3.12;3.12;;3.14;3.14;;3.15;3.15;;3.15;3.15;;3.13;3.13;;3.13;3.13;
"2021-07-01 21:45:00";1.25;1.25;0;1.25;1.25;;1.25;1.25;;1.25;1.25;;1.24;1.24;;1.40;1.40;;1.40;1.40;;1.24;1.24;;1.24;1.24;;1.25;1.25;;1.28;1.28;;1.28;1.28;;1.40;1.40;;1.30;1.30;;1.30;1.30;;1.29;1.29;;1.36;1.36;;1.36;1.36;;1.36;1.36;;1.18;1.18;;1.19;1.19;;1.18;1.18;;1.10;1.10;;1.10;1.10;;1.11;1.11;;1.11;1.11;;1.10;1.10;;1.10;1.10;
"2021-07-02 05:15:00";0.22;0.22;0;0.22;0.22;;0.22;0.22;;0.22;0.22;;0.22;0.22;;0.25;0.25;;0.25;0.25;;0.22;0.22;;0.22;0.22;;0.22;0.22;;0.23;0.23;;0.23;0.23;;0.25;0.25;;0.23;0.23;;0.23;0.23;;0.23;0.23;;0.24;0.24;;0.24;0.24;;0.24;0.24;;0.21;0.21;;0.21;0.21;;0.21;0.21;;0.19;0.19;;0.19;0.19;;0.20;0.20;;0.20;0.20;;0.19;0.19;;0.19;0.19;
"2021-07-02 05:30:00";2.02;2.02;0;2.02;2.02;;2.02;2.02;;2.01;2.01;;2.00;2.00;;2.25;2.25;;2.26;2.26;;2.01;2.01;;1.99;1.99;;2.01;2.01;;2.06;2.06;;2.06;2.06;;2.25;2.25;;2.09;2.09;;2.09;2.09;;2.07;2.07;;2.19;2.19;;2.20;2.20;;2.19;2.19;;1.91;1.91;;1.92;1.92;;1.91;1.91;;1.77;1.77;;1.78;1.78;;1.78;1.78;;1.78;1.78;;1.77;1.77;;1.77;1.77;
"2021-07-02 05:45:00";6.50;6.50;5.2502255;6.50;6.50;;6.50;6.50;;6.48;6.48;;6.45;6.45;;7.26;7.26;;7.28;7.28;;6.47;6.47;;6.42;6.42;;6.48;6.48;;6.64;6.64;;6.64;6.64;;7.26;7.26;;6.74;6.74;;6.74;6.74;;6.69;6.69;;7.07;7.07;;7.08;7.08;;7.07;7.07;;6.15;6.15;;6.18;6.18;;6.15;6.15;;5.69;5.69;;5.73;5.73;;5.74;5.74;;5.74;5.74;;5.71;5.71;;5.71;5.71;
"2021-07-02 06:00:00";27.76;27.76;14.472723833333;27.76;27.76;;27.76;27.76;;27.69;27.69;;27.54;27.54;;31.01;31.01;;31.08;31.08;;27.61;27.61;;27.40;27.40;;27.69;27.69;;28.38;28.38;;28.38;28.38;;31.01;31.01;;28.78;28.78;;28.78;28.78;;28.57;28.57;;30.17;30.17;;30.24;30.24;;30.17;30.17;;26.26;26.26;;26.40;26.40;;26.26;26.26;;24.31;24.31;;24.45;24.45;;24.53;24.53;;24.53;24.53;;24.38;24.38;;24.38;24.38;
"2021-07-02 06:15:00";43.92;43.92;25.491923;43.92;43.92;;43.92;43.92;;43.81;43.81;;43.58;43.58;;49.07;49.07;;49.18;49.18;;43.69;43.69;;43.36;43.36;;43.81;43.81;;44.91;44.91;;44.91;44.91;;49.07;49.07;;45.53;45.53;;45.53;45.53;;45.20;45.20;;47.74;47.74;;47.85;47.85;;47.74;47.74;;41.55;41.55;;41.77;41.77;;41.55;41.55;;38.46;38.46;;38.69;38.69;;38.80;38.80;;38.80;38.80;;38.58;38.58;;38.58;38.58;
"2021-07-02 06:30:00";52.57;52.57;37.365673333333;52.57;52.57;;52.57;52.57;;52.44;52.44;;52.17;52.17;;58.74;58.74;;58.87;58.87;;52.30;52.30;;51.90;51.90;;52.44;52.44;;53.75;53.75;;53.75;53.75;;58.74;58.74;;54.50;54.50;;54.50;54.50;;54.10;54.10;;57.15;57.15;;57.28;57.28;;57.15;57.15;;49.73;49.73;;50.00;50.00;;49.73;49.73;;46.04;46.04;;46.31;46.31;;46.45;46.45;;46.45;46.45;;46.18;46.18;;46.18;46.18;
"2021-07-02 06:45:00";63.04;63.04;47.681275666667;63.04;63.04;;63.04;63.04;;62.88;62.88;;62.56;62.56;;70.44;70.44;;70.60;70.60;;62.72;62.72;;62.24;62.24;;62.88;62.88;;64.46;64.46;;64.46;64.46;;70.44;70.44;;65.36;65.36;;65.36;65.36;;64.88;64.88;;68.53;68.53;;68.69;68.69;;68.53;68.53;;59.64;59.64;;59.96;59.96;;59.64;59.64;;55.22;55.22;;55.54;55.54;;55.70;55.70;;55.70;55.70;;55.38;55.38;;55.38;55.38;
"2021-07-02 07:00:00";62.89;62.89;50.197227666667;62.89;62.89;;62.89;62.89;;62.73;62.73;;62.41;62.41;;70.27;70.27;;70.43;70.43;;62.57;62.57;;62.08;62.08;;62.73;62.73;;64.30;64.30;;64.30;64.30;;70.27;70.27;;65.20;65.20;;65.20;65.20;;64.72;64.72;;68.36;68.36;;68.52;68.52;;68.36;68.36;;59.49;59.49;;59.82;59.82;;59.49;59.49;;55.08;55.08;;55.40;55.40;;55.57;55.57;;55.57;55.57;;55.24;55.24;;55.24;55.24;
"2021-07-02 07:15:00";54.45;54.45;39.600692166667;54.45;54.45;;54.45;54.45;;54.31;54.31;;54.04;54.04;;60.84;60.84;;60.98;60.98;;54.17;54.17;;53.76;53.76;;54.31;54.31;;55.68;55.68;;55.68;55.68;;60.84;60.84;;56.46;56.46;;56.46;56.46;;56.04;56.04;;59.19;59.19;;59.33;59.33;;59.19;59.19;;51.51;51.51;;51.79;51.79;;51.51;51.51;;47.69;47.69;;47.97;47.97;;48.11;48.11;;48.11;48.11;;47.83;47.83;;47.83;47.83;
"2021-07-02 07:30:00";45.88;45.88;28.98947;45.88;45.88;;45.88;45.88;;45.76;45.76;;45.53;45.53;;51.27;51.27;;51.38;51.38;;45.65;45.65;;45.29;45.29;;45.77;45.77;;46.91;46.91;;46.91;46.91;;51.27;51.27;;47.57;47.57;;47.57;47.57;;47.22;47.22;;49.88;49.88;;49.99;49.99;;49.88;49.88;;43.40;43.40;;43.64;43.64;;43.40;43.40;;40.18;40.18;;40.42;40.42;;40.54;40.54;;40.54;40.54;;40.30;40.30;;40.30;40.30;
"2021-07-02 07:45:00";35.62;35.62;23.358843166667;35.62;35.62;;35.62;35.62;;35.52;35.52;;35.34;35.34;;39.79;39.79;;39.88;39.88;;35.43;35.43;;35.16;35.16;;35.52;35.52;;36.42;36.42;;36.42;36.42;;39.79;39.79;;36.93;36.93;;36.93;36.93;;36.65;36.65;;38.72;38.72;;38.81;38.81;;38.72;38.72;;33.69;33.69;;33.88;33.88;;33.69;33.69;;31.19;31.19;;31.38;31.38;;31.47;31.47;;31.47;31.47;;31.28;31.28;;31.28;31.28;
"2021-07-02 08:00:00";62.75;62.75;52.630654;62.75;62.75;;62.75;62.75;;62.59;62.59;;62.27;62.27;;70.12;70.12;;70.27;70.27;;62.43;62.43;;61.95;61.95;;62.59;62.59;;64.17;64.17;;64.17;64.17;;70.12;70.12;;65.06;65.06;;65.06;65.06;;64.58;64.58;;68.22;68.22;;68.37;68.37;;68.22;68.22;;59.36;59.36;;59.69;59.69;;59.36;59.36;;54.96;54.96;;55.28;55.28;;55.45;55.45;;55.45;55.45;;55.12;55.12;;55.12;55.12;
"2021-07-02 08:15:00";72.90;72.90;64.156368166667;72.90;72.90;;72.90;72.90;;72.71;72.71;;72.34;72.34;;81.45;81.45;;81.63;81.63;;72.52;72.52;;71.96;71.96;;72.71;72.71;;74.54;74.54;;74.54;74.54;;81.45;81.45;;75.58;75.58;;75.58;75.58;;75.02;75.02;;79.24;79.24;;79.43;79.43;;79.24;79.24;;68.96;68.96;;69.34;69.34;;68.96;68.96;;63.84;63.84;;64.22;64.22;;64.41;64.41;;64.41;64.41;;64.03;64.03;;64.03;64.03;
"2021-07-02 08:30:00";79.24;79.24;72.5099415;79.24;79.24;;79.24;79.24;;79.03;79.03;;78.63;78.63;;88.53;88.53;;88.73;88.73;;78.83;78.83;;78.22;78.22;;79.03;79.03;;81.02;81.02;;81.02;81.02;;88.53;88.53;;82.15;82.15;;82.15;82.15;;81.55;81.55;;86.13;86.13;;86.33;86.33;;86.13;86.13;;74.96;74.96;;75.36;75.36;;74.96;74.96;;69.40;69.40;;69.81;69.81;;70.01;70.01;;70.01;70.01;;69.60;69.60;;69.60;69.60;
"2021-07-02 08:45:00";73.78;73.78;63.120993166667;73.78;73.78;;73.78;73.78;;73.59;73.59;;73.22;73.22;;82.44;82.44;;82.63;82.63;;73.41;73.41;;72.84;72.84;;73.59;73.59;;75.44;75.44;;75.44;75.44;;82.44;82.44;;76.50;76.50;;76.50;76.50;;75.93;75.93;;80.21;80.21;;80.39;80.39;;80.21;80.21;;69.80;69.80;;70.18;70.18;;69.80;69.80;;64.62;64.62;;65.00;65.00;;65.19;65.19;;65.19;65.19;;64.81;64.81;;64.81;64.81;
"2021-07-02 09:00:00";65.16;65.16;57.193896666667;65.16;65.16;;65.16;65.16;;64.99;64.99;;64.66;64.66;;72.80;72.80;;72.97;72.97;;64.82;64.82;;64.32;64.32;;64.99;64.99;;66.62;66.62;;66.62;66.62;;72.80;72.80;;67.56;67.56;;67.56;67.56;;67.06;67.06;;70.83;70.83;;71.00;71.00;;70.83;70.83;;61.64;61.64;;61.98;61.98;;61.64;61.64;;57.07;57.07;;57.40;57.40;;57.57;57.57;;57.57;57.57;;57.24;57.24;;57.24;57.24;
"2021-07-02 09:15:00";62.07;62.07;52.781534666667;62.07;62.07;;62.07;62.07;;61.91;61.91;;61.59;61.59;;69.35;69.35;;69.51;69.51;;61.75;61.75;;61.27;61.27;;61.91;61.91;;63.46;63.46;;63.46;63.46;;69.35;69.35;;64.35;64.35;;64.35;64.35;;63.88;63.88;;67.47;67.47;;67.63;67.63;;67.47;67.47;;58.72;58.72;;59.03;59.03;;58.72;58.72;;54.36;54.36;;54.68;54.68;;54.84;54.84;;54.84;54.84;;54.52;54.52;;54.52;54.52;
"2021-07-02 09:30:00";79.92;79.92;70.566239166667;79.92;79.92;;79.92;79.92;;79.71;79.71;;79.30;79.30;;89.30;89.30;;89.50;89.50;;79.51;79.51;;78.89;78.89;;79.71;79.71;;81.72;81.72;;81.72;81.72;;89.30;89.30;;82.86;82.86;;82.86;82.86;;82.25;82.25;;86.88;86.88;;87.08;87.08;;86.88;86.88;;75.60;75.60;;76.01;76.01;;75.60;75.60;;69.99;69.99;;70.41;70.41;;70.61;70.61;;70.61;70.61;;70.20;70.20;;70.20;70.20;
"2021-07-02 09:45:00";107.27;107.27;124.40676433333;107.27;107.27;;107.27;107.27;;107.00;107.00;;106.45;106.45;;119.86;119.86;;120.13;120.13;;106.72;106.72;;105.90;105.90;;107.00;107.00;;109.68;109.68;;109.68;109.68;;119.86;119.86;;111.22;111.22;;111.22;111.22;;110.40;110.40;;116.61;116.61;;116.88;116.88;;116.61;116.61;;101.48;101.48;;102.03;102.03;;101.48;101.48;;93.95;93.95;;94.50;94.50;;94.78;94.78;;94.78;94.78;;94.23;94.23;;94.23;94.23;
"2021-07-02 10:00:00";114.62;114.62;114.9864715;114.62;114.62;;114.62;114.62;;114.33;114.33;;113.74;113.74;;128.07;128.07;;128.36;128.36;;114.03;114.03;;113.15;113.15;;114.33;114.33;;117.20;117.20;;117.20;117.20;;128.07;128.07;;118.84;118.84;;118.84;118.84;;117.96;117.96;;124.60;124.60;;124.89;124.89;;124.60;124.60;;108.43;108.43;;109.02;109.02;;108.43;108.43;;100.39;100.39;;100.98;100.98;;101.27;101.27;;101.27;101.27;;100.68;100.68;;100.68;100.68;
"2021-07-02 10:15:00";108.77;108.77;116.030891;108.77;108.77;;108.77;108.77;;108.49;108.49;;107.93;107.93;;121.53;121.53;;121.80;121.80;;108.21;108.21;;107.37;107.37;;108.49;108.49;;111.21;111.21;;111.21;111.21;;121.53;121.53;;112.77;112.77;;112.77;112.77;;111.94;111.94;;118.23;118.23;;118.51;118.51;;118.23;118.23;;102.89;102.89;;103.45;103.45;;102.89;102.89;;95.26;95.26;;95.82;95.82;;96.10;96.10;;96.10;96.10;;95.54;95.54;;95.54;95.54;
"2021-07-02 10:30:00";97.88;97.88;77.5739795;97.88;97.88;;97.88;97.88;;97.63;97.63;;97.13;97.13;;109.36;109.36;;109.61;109.61;;97.38;97.38;;96.63;96.63;;97.63;97.63;;100.08;100.08;;100.08;100.08;;109.36;109.36;;101.48;101.48;;101.48;101.48;;100.73;100.73;;106.40;106.40;;106.65;106.65;;106.40;106.40;;92.59;92.59;;93.10;93.10;;92.59;92.59;;85.72;85.72;;86.23;86.23;;86.48;86.48;;86.48;86.48;;85.98;85.98;;85.98;85.98;
"2021-07-02 10:45:00";79.39;79.39;76.444899;79.39;79.39;;79.39;79.39;;79.19;79.19;;78.78;78.78;;88.71;88.71;;88.91;88.91;;78.99;78.99;;78.38;78.38;;79.19;79.19;;81.18;81.18;;81.18;81.18;;88.71;88.71;;82.31;82.31;;82.31;82.31;;81.71;81.71;;86.30;86.30;;86.51;86.51;;86.30;86.30;;75.10;75.10;;75.51;75.51;;75.10;75.10;;69.53;69.53;;69.94;69.94;;70.15;70.15;;70.15;70.15;;69.74;69.74;;69.74;69.74;
"2021-07-02 11:00:00";117.17;117.17;125.871451;117.17;117.17;;117.17;117.17;;116.87;116.87;;116.27;116.27;;130.92;130.92;;131.21;131.21;;116.57;116.57;;115.67;115.67;;116.87;116.87;;119.81;119.81;;119.81;119.81;;130.92;130.92;;121.48;121.48;;121.48;121.48;;120.59;120.59;;127.37;127.37;;127.67;127.67;;127.37;127.37;;110.84;110.84;;111.45;111.45;;110.84;110.84;;102.62;102.62;;103.23;103.23;;103.53;103.53;;103.53;103.53;;102.92;102.92;;102.92;102.92;
"2021-07-02 11:15:00";93.18;93.18;79.276140666667;93.18;93.18;;93.18;93.18;;92.94;92.94;;92.46;92.46;;104.11;104.11;;104.34;104.34;;92.70;92.70;;91.98;91.98;;92.94;92.94;;95.27;95.27;;95.27;95.27;;104.11;104.11;;96.61;96.61;;96.61;96.61;;95.89;95.89;;101.29;101.29;;101.52;101.52;;101.29;101.29;;88.14;88.14;;88.62;88.62;;88.14;88.14;;81.61;81.61;;82.09;82.09;;82.33;82.33;;82.33;82.33;;81.85;81.85;;81.85;81.85;
"2021-07-02 11:30:00";131.82;131.82;149.92114616667;131.82;131.82;;131.82;131.82;;131.49;131.49;;130.81;130.81;;147.29;147.29;;147.62;147.62;;131.15;131.15;;130.13;130.13;;131.49;131.49;;134.79;134.79;;134.79;134.79;;147.29;147.29;;136.67;136.67;;136.67;136.67;;135.67;135.67;;143.30;143.30;;143.63;143.63;;143.30;143.30;;124.70;124.70;;125.38;125.38;;124.70;124.70;;115.45;115.45;;116.13;116.13;;116.48;116.48;;116.47;116.47;;115.79;115.79;;115.79;115.79;
"2021-07-02 11:45:00";205.88;205.88;230.44935783333;205.88;205.88;;205.88;205.88;;205.35;205.35;;204.30;204.30;;230.04;230.04;;230.55;230.55;;204.83;204.83;;203.24;203.24;;205.35;205.35;;210.51;210.51;;210.51;210.51;;230.04;230.04;;213.45;213.45;;213.45;213.45;;211.88;211.88;;223.80;223.80;;224.32;224.32;;223.80;223.80;;194.76;194.76;;195.82;195.82;;194.76;194.76;;180.31;180.31;;181.38;181.38;;181.91;181.91;;181.91;181.91;;180.84;180.84;;180.84;180.84;
"2021-07-02 12:00:00";324.45;324.45;338.36202833333;324.45;324.45;;324.45;324.45;;323.61;323.61;;321.95;321.95;;362.51;362.51;;363.33;363.33;;322.78;322.78;;320.29;320.29;;323.61;323.61;;331.74;331.74;;331.74;331.74;;362.51;362.51;;336.38;336.38;;336.38;336.38;;333.90;333.90;;352.69;352.69;;353.51;353.51;;352.69;352.69;;306.92;306.92;;308.59;308.59;;306.92;306.92;;284.15;284.15;;285.83;285.83;;286.67;286.67;;286.67;286.67;;284.99;284.99;;284.99;284.99;
"2021-07-02 12:15:00";371.01;371.01;399.4682125;371.01;371.01;;371.01;371.01;;370.06;370.06;;368.16;368.16;;414.54;414.54;;415.47;415.47;;369.11;369.11;;366.26;366.26;;370.06;370.06;;379.35;379.35;;379.35;379.35;;414.54;414.54;;384.66;384.66;;384.66;384.66;;381.82;381.82;;403.31;403.31;;404.24;404.24;;403.31;403.31;;350.97;350.97;;352.88;352.88;;350.97;350.97;;324.94;324.94;;326.85;326.85;;327.81;327.81;;327.81;327.81;;325.89;325.89;;325.89;325.89;
"2021-07-02 12:30:00";255.61;255.61;295.52880516667;255.61;255.61;;255.61;255.61;;254.95;254.95;;253.64;253.64;;285.60;285.60;;286.24;286.24;;254.30;254.30;;252.33;252.33;;254.95;254.95;;261.36;261.36;;261.36;261.36;;285.60;285.60;;265.01;265.01;;265.01;265.01;;263.06;263.06;;277.86;277.86;;278.50;278.50;;277.86;277.86;;241.80;241.80;;243.12;243.12;;241.80;241.80;;223.86;223.86;;225.19;225.19;;225.85;225.85;;225.85;225.85;;224.52;224.52;;224.52;224.52;
